ts_utc,series,value_mw,fetched_at_utc
2026-08-22 04:45:33,WIND GENERATION,25572,2026-08-22 06:07:28
2026-08-22 04:45:33,THERMAL GENERATION,125394,2026-08-22 06:07:28
2026-08-22 04:45:33,HYDRO GENERATION,25520,2026-08-22 06:07:28
2026-08-22 04:45:33,GAS GENERATION,1987,2026-08-22 06:07:28
2026-08-22 04:45:33,SOLAR GENERATION,65370,2026-08-22 06:07:28
2026-08-22 04:49:33,NUCLEAR GENERATION,5702,2026-08-22 06:07:28
2026-08-22 04:49:33,GAS GENERATION,1987,2026-08-22 06:07:28
2026-08-22 04:49:33,THERMAL GENERATION,124579,2026-08-22 06:07:28
2026-08-22 04:49:33,HYDRO GENERATION,25412,2026-08-22 06:07:28
2026-08-22 04:49:33,SOLAR GENERATION,66236,2026-08-22 06:07:28
2026-08-22 04:49:33,WIND GENERATION,25743,2026-08-22 06:07:28
2026-08-22 04:53:33,THERMAL GENERATION,123568,2026-08-22 06:07:28
2026-08-22 04:53:33,WIND GENERATION,25763,2026-08-22 06:07:28
2026-08-22 04:53:33,GAS GENERATION,1992,2026-08-22 06:07:28
2026-08-22 04:53:33,NUCLEAR GENERATION,5695,2026-08-22 06:07:28
2026-08-22 04:53:33,HYDRO GENERATION,25466,2026-08-22 06:07:28
2026-08-22 04:53:33,SOLAR GENERATION,66543,2026-08-22 06:07:28
2026-08-22 04:57:33,NUCLEAR GENERATION,5677,2026-08-22 06:07:28
2026-08-22 04:57:33,HYDRO GENERATION,25448,2026-08-22 06:07:28
2026-08-22 04:57:33,THERMAL GENERATION,123018,2026-08-22 06:07:28
2026-08-22 04:57:33,SOLAR GENERATION,67229,2026-08-22 06:07:28
2026-08-22 04:57:33,GAS GENERATION,1983,2026-08-22 06:07:28
2026-08-22 04:57:33,WIND GENERATION,25855,2026-08-22 06:07:28
2026-08-22 04:59:33,SOLAR GENERATION,67416,2026-08-22 06:07:28
2026-08-22 04:59:33,NUCLEAR GENERATION,5685,2026-08-22 06:07:28
2026-08-22 04:59:33,GAS GENERATION,2011,2026-08-22 06:07:28
2026-08-22 04:59:33,HYDRO GENERATION,25424,2026-08-22 06:07:28
2026-08-22 04:59:33,THERMAL GENERATION,122861,2026-08-22 06:07:28
2026-08-22 04:59:33,WIND GENERATION,25817,2026-08-22 06:07:28
2026-08-22 05:03:33,GAS GENERATION,1978,2026-08-22 06:07:28
2026-08-22 05:03:33,NUCLEAR GENERATION,5694,2026-08-22 06:07:28
2026-08-22 05:03:33,WIND GENERATION,25986,2026-08-22 06:07:28
2026-08-22 05:03:33,THERMAL GENERATION,122728,2026-08-22 06:07:28
2026-08-22 05:03:33,HYDRO GENERATION,25402,2026-08-22 06:07:28
2026-08-22 05:03:33,SOLAR GENERATION,67466,2026-08-22 06:07:28
2026-08-22 05:08:02,WIND GENERATION,25999,2026-08-22 06:07:28
2026-08-22 05:08:02,GAS GENERATION,1996,2026-08-22 06:07:28
2026-08-22 05:08:02,THERMAL GENERATION,122518,2026-08-22 06:07:28
2026-08-22 05:08:02,SOLAR GENERATION,67979,2026-08-22 06:07:28
2026-08-22 05:08:02,NUCLEAR GENERATION,5686,2026-08-22 06:07:28
2026-08-22 05:08:02,HYDRO GENERATION,25269,2026-08-22 06:07:28
2026-08-22 05:11:33,WIND GENERATION,26151,2026-08-22 06:07:28
2026-08-22 05:11:33,HYDRO GENERATION,25255,2026-08-22 06:07:28
2026-08-22 05:11:33,THERMAL GENERATION,122274,2026-08-22 06:07:28
2026-08-22 05:11:33,GAS GENERATION,1986,2026-08-22 06:07:28
2026-08-22 05:11:33,NUCLEAR GENERATION,5664,2026-08-22 06:07:28
2026-08-22 05:11:33,SOLAR GENERATION,68463,2026-08-22 06:07:28
2026-08-22 05:14:02,WIND GENERATION,26272,2026-08-22 06:07:28
2026-08-22 05:14:02,GAS GENERATION,1976,2026-08-22 06:07:28
2026-08-22 05:14:02,HYDRO GENERATION,25250,2026-08-22 06:07:28
2026-08-22 05:14:02,THERMAL GENERATION,122101,2026-08-22 06:07:28
2026-08-22 05:14:02,NUCLEAR GENERATION,5658,2026-08-22 06:07:28
2026-08-22 05:14:02,SOLAR GENERATION,68375,2026-08-22 06:07:28
2026-08-22 05:17:33,GAS GENERATION,2001,2026-08-22 06:07:28
2026-08-22 05:17:33,SOLAR GENERATION,68395,2026-08-22 06:07:28
2026-08-22 05:17:33,HYDRO GENERATION,25193,2026-08-22 06:07:28
2026-08-22 05:17:33,NUCLEAR GENERATION,5688,2026-08-22 06:07:28
2026-08-22 05:17:33,WIND GENERATION,26383,2026-08-22 06:07:28
2026-08-22 05:17:33,THERMAL GENERATION,121742,2026-08-22 06:07:28
2026-08-22 05:19:32,GAS GENERATION,1955,2026-08-22 06:07:28
2026-08-22 05:19:32,HYDRO GENERATION,25038,2026-08-22 06:07:28
2026-08-22 05:19:32,SOLAR GENERATION,68820,2026-08-22 06:07:28
2026-08-22 05:19:33,THERMAL GENERATION,121695,2026-08-22 06:07:28
2026-08-22 05:19:33,WIND GENERATION,26337,2026-08-22 06:07:28
2026-08-22 05:19:33,NUCLEAR GENERATION,5679,2026-08-22 06:07:28
2026-08-22 05:23:33,THERMAL GENERATION,121395,2026-08-22 06:07:28
2026-08-22 05:23:33,NUCLEAR GENERATION,5690,2026-08-22 06:07:28
2026-08-22 05:23:33,SOLAR GENERATION,69321,2026-08-22 06:07:28
2026-08-22 05:23:33,GAS GENERATION,1954,2026-08-22 06:07:28
2026-08-22 05:23:33,HYDRO GENERATION,24867,2026-08-22 06:07:28
2026-08-22 05:23:33,WIND GENERATION,26799,2026-08-22 06:07:28
2026-08-22 05:27:33,HYDRO GENERATION,24988,2026-08-22 06:07:28
2026-08-22 05:27:33,WIND GENERATION,26911,2026-08-22 06:07:28
2026-08-22 05:27:33,THERMAL GENERATION,120955,2026-08-22 06:07:28
2026-08-22 05:27:33,GAS GENERATION,1972,2026-08-22 06:07:28
2026-08-22 05:27:33,SOLAR GENERATION,70106,2026-08-22 06:07:28
2026-08-22 05:27:33,NUCLEAR GENERATION,5704,2026-08-22 06:07:28
2026-08-22 05:31:32,GAS GENERATION,2036,2026-08-22 06:07:28
2026-08-22 05:31:32,SOLAR GENERATION,70429,2026-08-22 06:07:28
2026-08-22 05:31:32,WIND GENERATION,27295,2026-08-22 06:07:28
2026-08-22 05:31:32,HYDRO GENERATION,24863,2026-08-22 06:07:28
2026-08-22 05:31:33,THERMAL GENERATION,119676,2026-08-22 06:07:28
2026-08-22 05:31:33,NUCLEAR GENERATION,5699,2026-08-22 06:07:28
2026-08-22 05:35:32,SOLAR GENERATION,70902,2026-08-22 06:07:28
2026-08-22 05:35:32,GAS GENERATION,2039,2026-08-22 06:07:28
2026-08-22 05:35:32,HYDRO GENERATION,24978,2026-08-22 06:07:28
2026-08-22 05:35:33,NUCLEAR GENERATION,5702,2026-08-22 06:07:28
2026-08-22 05:35:33,WIND GENERATION,27308,2026-08-22 06:07:28
2026-08-22 05:35:33,THERMAL GENERATION,118898,2026-08-22 06:07:28
2026-08-22 05:39:33,WIND GENERATION,27315,2026-08-22 06:07:28
2026-08-22 05:39:33,GAS GENERATION,2024,2026-08-22 06:07:28
2026-08-22 05:39:33,THERMAL GENERATION,118707,2026-08-22 06:07:28
2026-08-22 05:39:33,NUCLEAR GENERATION,5682,2026-08-22 06:07:28
2026-08-22 05:39:33,SOLAR GENERATION,71205,2026-08-22 06:07:28
2026-08-22 05:39:33,HYDRO GENERATION,24898,2026-08-22 06:07:28
2026-08-22 05:41:32,GAS GENERATION,2027,2026-08-22 06:07:28
2026-08-22 05:41:32,HYDRO GENERATION,24936,2026-08-22 06:07:28
2026-08-22 05:41:33,SOLAR GENERATION,71330,2026-08-22 06:07:28
2026-08-22 05:41:33,THERMAL GENERATION,118440,2026-08-22 06:07:28
2026-08-22 05:41:33,NUCLEAR GENERATION,5687,2026-08-22 06:07:28
2026-08-22 05:41:33,WIND GENERATION,27267,2026-08-22 06:07:28
2026-08-22 05:45:33,NUCLEAR GENERATION,5682,2026-08-22 06:07:28
2026-08-22 05:45:33,HYDRO GENERATION,24903,2026-08-22 06:07:28
2026-08-22 05:45:33,THERMAL GENERATION,118094,2026-08-22 06:07:28
2026-08-22 05:45:33,SOLAR GENERATION,71420,2026-08-22 06:07:28
2026-08-22 05:45:33,GAS GENERATION,2036,2026-08-22 06:07:28
2026-08-22 05:45:33,WIND GENERATION,27503,2026-08-22 06:07:28
2026-08-22 05:50:02,NUCLEAR GENERATION,5703,2026-08-22 06:07:28
2026-08-22 05:50:02,WIND GENERATION,27531,2026-08-22 06:07:28
2026-08-22 05:50:02,SOLAR GENERATION,71507,2026-08-22 06:07:28
2026-08-22 05:50:02,HYDRO GENERATION,24941,2026-08-22 06:07:28
2026-08-22 05:50:02,GAS GENERATION,2036,2026-08-22 06:07:28
2026-08-22 05:50:02,THERMAL GENERATION,118383,2026-08-22 06:07:28
2026-08-22 05:53:33,SOLAR GENERATION,71465,2026-08-22 06:07:28
2026-08-22 05:53:33,THERMAL GENERATION,118883,2026-08-22 06:07:28
2026-08-22 05:53:33,GAS GENERATION,2044,2026-08-22 06:07:28
2026-08-22 05:53:33,HYDRO GENERATION,25050,2026-08-22 06:07:28
2026-08-22 05:53:33,NUCLEAR GENERATION,5669,2026-08-22 06:07:28
2026-08-22 05:53:33,WIND GENERATION,27551,2026-08-22 06:07:28
2026-08-22 05:57:32,GAS GENERATION,2038,2026-08-22 06:07:28
2026-08-22 05:57:33,THERMAL GENERATION,118981,2026-08-22 06:07:28
2026-08-22 05:57:33,WIND GENERATION,27304,2026-08-22 06:07:28
2026-08-22 05:57:33,HYDRO GENERATION,24876,2026-08-22 06:07:28
2026-08-22 05:57:33,NUCLEAR GENERATION,5691,2026-08-22 06:07:28
2026-08-22 05:57:33,SOLAR GENERATION,71787,2026-08-22 06:07:28
2026-08-22 06:01:32,SOLAR GENERATION,71383,2026-08-22 06:07:28
2026-08-22 06:01:32,GAS GENERATION,2043,2026-08-22 06:07:28
2026-08-22 06:01:32,HYDRO GENERATION,25085,2026-08-22 06:07:28
2026-08-22 06:01:33,NUCLEAR GENERATION,5701,2026-08-22 06:07:28
2026-08-22 06:01:33,THERMAL GENERATION,119155,2026-08-22 06:07:28
2026-08-22 06:01:33,WIND GENERATION,27373,2026-08-22 06:07:28
2026-08-22 06:06:02,GAS GENERATION,2031,2026-08-22 06:07:28
2026-08-22 06:06:02,HYDRO GENERATION,24919,2026-08-22 06:07:28
2026-08-22 06:06:02,THERMAL GENERATION,118903,2026-08-22 06:07:28
2026-08-22 06:06:02,SOLAR GENERATION,71884,2026-08-22 06:07:28
2026-08-22 06:06:02,NUCLEAR GENERATION,5681,2026-08-22 06:07:28
2026-08-22 06:06:02,WIND GENERATION,27580,2026-08-22 06:07:28
2026-08-22 06:09:33,SOLAR GENERATION,71933,2026-08-22 07:54:39
2026-08-22 06:09:33,WIND GENERATION,27502,2026-08-22 07:54:39
2026-08-22 06:09:33,THERMAL GENERATION,118862,2026-08-22 07:54:39
2026-08-22 06:09:33,NUCLEAR GENERATION,5656,2026-08-22 07:54:39
2026-08-22 06:09:33,GAS GENERATION,2016,2026-08-22 07:54:39
2026-08-22 06:09:33,HYDRO GENERATION,24971,2026-08-22 07:54:39
2026-08-22 06:13:33,GAS GENERATION,2003,2026-08-22 07:54:39
2026-08-22 06:13:33,NUCLEAR GENERATION,5658,2026-08-22 07:54:39
2026-08-22 06:13:33,WIND GENERATION,27483,2026-08-22 07:54:39
2026-08-22 06:13:33,THERMAL GENERATION,118816,2026-08-22 07:54:39
2026-08-22 06:13:33,HYDRO GENERATION,25138,2026-08-22 07:54:39
2026-08-22 06:13:33,SOLAR GENERATION,71500,2026-08-22 07:54:39
2026-08-22 06:17:33,GAS GENERATION,2011,2026-08-22 07:54:39
2026-08-22 06:17:33,WIND GENERATION,27599,2026-08-22 07:54:39
2026-08-22 06:17:33,SOLAR GENERATION,71299,2026-08-22 07:54:39
2026-08-22 06:17:33,THERMAL GENERATION,118938,2026-08-22 07:54:39
2026-08-22 06:17:33,HYDRO GENERATION,24911,2026-08-22 07:54:39
2026-08-22 06:17:33,NUCLEAR GENERATION,5673,2026-08-22 07:54:39
2026-08-22 06:21:32,GAS GENERATION,2001,2026-08-22 07:54:39
2026-08-22 06:21:32,HYDRO GENERATION,24942,2026-08-22 07:54:39
2026-08-22 06:21:32,WIND GENERATION,27879,2026-08-22 07:54:39
2026-08-22 06:21:32,SOLAR GENERATION,70942,2026-08-22 07:54:39
2026-08-22 06:21:33,NUCLEAR GENERATION,5661,2026-08-22 07:54:39
2026-08-22 06:21:33,THERMAL GENERATION,118877,2026-08-22 07:54:39
2026-08-22 06:25:33,WIND GENERATION,27942,2026-08-22 07:54:39
2026-08-22 06:25:33,SOLAR GENERATION,70629,2026-08-22 07:54:39
2026-08-22 06:25:33,GAS GENERATION,2080,2026-08-22 07:54:39
2026-08-22 06:25:33,NUCLEAR GENERATION,5656,2026-08-22 07:54:39
2026-08-22 06:25:33,THERMAL GENERATION,119778,2026-08-22 07:54:39
2026-08-22 06:25:33,HYDRO GENERATION,24871,2026-08-22 07:54:39
2026-08-22 06:29:33,HYDRO GENERATION,24865,2026-08-22 07:54:39
2026-08-22 06:29:33,GAS GENERATION,1988,2026-08-22 07:54:39
2026-08-22 06:29:33,NUCLEAR GENERATION,5633,2026-08-22 07:54:39
2026-08-22 06:29:33,WIND GENERATION,28074,2026-08-22 07:54:39
2026-08-22 06:29:33,SOLAR GENERATION,71034,2026-08-22 07:54:39
2026-08-22 06:29:33,THERMAL GENERATION,119252,2026-08-22 07:54:39
2026-08-22 06:31:33,HYDRO GENERATION,24866,2026-08-22 07:54:39
2026-08-22 06:31:33,THERMAL GENERATION,119068,2026-08-22 07:54:39
2026-08-22 06:31:33,SOLAR GENERATION,70771,2026-08-22 07:54:39
2026-08-22 06:31:33,NUCLEAR GENERATION,5629,2026-08-22 07:54:39
2026-08-22 06:31:33,WIND GENERATION,27963,2026-08-22 07:54:39
2026-08-22 06:31:33,GAS GENERATION,1993,2026-08-22 07:54:39
2026-08-22 06:35:33,SOLAR GENERATION,71390,2026-08-22 07:54:39
2026-08-22 06:35:33,GAS GENERATION,2109,2026-08-22 07:54:39
2026-08-22 06:35:33,HYDRO GENERATION,24634,2026-08-22 07:54:39
2026-08-22 06:35:33,NUCLEAR GENERATION,5674,2026-08-22 07:54:39
2026-08-22 06:35:33,THERMAL GENERATION,118555,2026-08-22 07:54:39
2026-08-22 06:35:33,WIND GENERATION,27934,2026-08-22 07:54:39
2026-08-22 06:39:33,WIND GENERATION,27940,2026-08-22 07:54:39
2026-08-22 06:39:33,NUCLEAR GENERATION,5672,2026-08-22 07:54:39
2026-08-22 06:39:33,THERMAL GENERATION,118862,2026-08-22 07:54:39
2026-08-22 06:39:33,GAS GENERATION,1991,2026-08-22 07:54:39
2026-08-22 06:39:33,SOLAR GENERATION,71221,2026-08-22 07:54:39
2026-08-22 06:39:33,HYDRO GENERATION,24521,2026-08-22 07:54:39
2026-08-22 06:43:33,SOLAR GENERATION,71693,2026-08-22 07:54:39
2026-08-22 06:43:33,WIND GENERATION,27879,2026-08-22 07:54:39
2026-08-22 06:43:33,NUCLEAR GENERATION,5653,2026-08-22 07:54:39
2026-08-22 06:43:33,GAS GENERATION,2004,2026-08-22 07:54:39
2026-08-22 06:43:33,HYDRO GENERATION,24537,2026-08-22 07:54:39
2026-08-22 06:43:33,THERMAL GENERATION,118964,2026-08-22 07:54:39
2026-08-22 06:47:33,HYDRO GENERATION,24523,2026-08-22 07:54:39
2026-08-22 06:47:33,GAS GENERATION,2035,2026-08-22 07:54:39
2026-08-22 06:47:33,WIND GENERATION,27954,2026-08-22 07:54:39
2026-08-22 06:47:33,THERMAL GENERATION,118889,2026-08-22 07:54:39
2026-08-22 06:47:33,NUCLEAR GENERATION,5680,2026-08-22 07:54:39
2026-08-22 06:47:33,SOLAR GENERATION,71838,2026-08-22 07:54:39
2026-08-22 06:49:33,HYDRO GENERATION,24670,2026-08-22 07:54:39
2026-08-22 06:49:33,NUCLEAR GENERATION,5682,2026-08-22 07:54:39
2026-08-22 06:49:33,GAS GENERATION,2032,2026-08-22 07:54:39
2026-08-22 06:49:33,SOLAR GENERATION,71563,2026-08-22 07:54:39
2026-08-22 06:49:33,THERMAL GENERATION,118874,2026-08-22 07:54:39
2026-08-22 06:49:33,WIND GENERATION,27772,2026-08-22 07:54:39
2026-08-22 06:53:33,NUCLEAR GENERATION,5691,2026-08-22 07:54:39
2026-08-22 06:53:33,WIND GENERATION,27954,2026-08-22 07:54:39
2026-08-22 06:53:33,GAS GENERATION,2026,2026-08-22 07:54:39
2026-08-22 06:53:33,THERMAL GENERATION,118890,2026-08-22 07:54:39
2026-08-22 06:53:33,SOLAR GENERATION,71463,2026-08-22 07:54:39
2026-08-22 06:53:33,HYDRO GENERATION,24670,2026-08-22 07:54:39
2026-08-22 06:57:33,NUCLEAR GENERATION,5672,2026-08-22 07:54:39
2026-08-22 06:57:33,WIND GENERATION,28041,2026-08-22 07:54:39
2026-08-22 06:57:33,SOLAR GENERATION,71348,2026-08-22 07:54:39
2026-08-22 06:57:33,GAS GENERATION,2023,2026-08-22 07:54:39
2026-08-22 06:57:33,HYDRO GENERATION,24653,2026-08-22 07:54:39
2026-08-22 06:57:33,THERMAL GENERATION,118842,2026-08-22 07:54:39
2026-08-22 07:01:33,SOLAR GENERATION,71917,2026-08-22 07:54:39
2026-08-22 07:01:33,GAS GENERATION,2035,2026-08-22 07:54:39
2026-08-22 07:01:33,WIND GENERATION,28224,2026-08-22 07:54:39
2026-08-22 07:01:33,NUCLEAR GENERATION,5680,2026-08-22 07:54:39
2026-08-22 07:01:33,THERMAL GENERATION,118545,2026-08-22 07:54:39
2026-08-22 07:01:33,HYDRO GENERATION,24657,2026-08-22 07:54:39
2026-08-22 07:03:33,THERMAL GENERATION,118375,2026-08-22 07:54:39
2026-08-22 07:03:33,GAS GENERATION,2014,2026-08-22 07:54:39
2026-08-22 07:03:33,HYDRO GENERATION,24599,2026-08-22 07:54:39
2026-08-22 07:03:33,WIND GENERATION,28154,2026-08-22 07:54:39
2026-08-22 07:03:33,SOLAR GENERATION,71692,2026-08-22 07:54:39
2026-08-22 07:03:33,NUCLEAR GENERATION,5706,2026-08-22 07:54:39
2026-08-22 07:07:32,GAS GENERATION,1986,2026-08-22 07:54:39
2026-08-22 07:07:32,HYDRO GENERATION,24619,2026-08-22 07:54:39
2026-08-22 07:07:33,WIND GENERATION,28283,2026-08-22 07:54:39
2026-08-22 07:07:33,SOLAR GENERATION,70905,2026-08-22 07:54:39
2026-08-22 07:07:33,NUCLEAR GENERATION,5693,2026-08-22 07:54:39
2026-08-22 07:07:33,THERMAL GENERATION,118762,2026-08-22 07:54:39
2026-08-22 07:11:33,NUCLEAR GENERATION,5689,2026-08-22 07:54:39
2026-08-22 07:11:33,GAS GENERATION,1998,2026-08-22 07:54:39
2026-08-22 07:11:33,THERMAL GENERATION,119488,2026-08-22 07:54:39
2026-08-22 07:11:33,HYDRO GENERATION,24650,2026-08-22 07:54:39
2026-08-22 07:11:33,SOLAR GENERATION,70659,2026-08-22 07:54:39
2026-08-22 07:11:33,WIND GENERATION,28264,2026-08-22 07:54:39
2026-08-22 07:15:32,HYDRO GENERATION,24564,2026-08-22 07:54:39
2026-08-22 07:15:32,GAS GENERATION,1971,2026-08-22 07:54:39
2026-08-22 07:15:32,SOLAR GENERATION,70465,2026-08-22 07:54:39
2026-08-22 07:15:33,WIND GENERATION,28172,2026-08-22 07:54:39
2026-08-22 07:15:33,THERMAL GENERATION,119701,2026-08-22 07:54:39
2026-08-22 07:15:33,NUCLEAR GENERATION,5694,2026-08-22 07:54:39
2026-08-22 07:17:33,NUCLEAR GENERATION,5698,2026-08-22 07:54:39
2026-08-22 07:17:33,HYDRO GENERATION,24669,2026-08-22 07:54:39
2026-08-22 07:17:33,THERMAL GENERATION,119596,2026-08-22 07:54:39
2026-08-22 07:17:33,SOLAR GENERATION,70478,2026-08-22 07:54:39
2026-08-22 07:17:33,GAS GENERATION,1984,2026-08-22 07:54:39
2026-08-22 07:17:33,WIND GENERATION,28064,2026-08-22 07:54:39
2026-08-22 07:19:33,THERMAL GENERATION,119286,2026-08-22 07:54:39
2026-08-22 07:19:33,NUCLEAR GENERATION,5718,2026-08-22 07:54:39
2026-08-22 07:19:33,HYDRO GENERATION,24636,2026-08-22 07:54:39
2026-08-22 07:19:33,SOLAR GENERATION,69968,2026-08-22 07:54:39
2026-08-22 07:19:33,GAS GENERATION,2006,2026-08-22 07:54:39
2026-08-22 07:19:33,WIND GENERATION,28335,2026-08-22 07:54:39
2026-08-22 07:23:33,NUCLEAR GENERATION,5690,2026-08-22 07:54:39
2026-08-22 07:23:33,SOLAR GENERATION,70059,2026-08-22 07:54:39
2026-08-22 07:23:33,THERMAL GENERATION,119146,2026-08-22 07:54:39
2026-08-22 07:23:33,WIND GENERATION,28210,2026-08-22 07:54:39
2026-08-22 07:23:33,GAS GENERATION,1994,2026-08-22 07:54:39
2026-08-22 07:23:33,HYDRO GENERATION,24482,2026-08-22 07:54:39
2026-08-22 07:27:33,HYDRO GENERATION,24431,2026-08-22 07:54:39
2026-08-22 07:27:33,GAS GENERATION,1978,2026-08-22 07:54:39
2026-08-22 07:27:33,NUCLEAR GENERATION,5670,2026-08-22 07:54:39
2026-08-22 07:27:33,SOLAR GENERATION,69758,2026-08-22 07:54:39
2026-08-22 07:27:33,WIND GENERATION,28245,2026-08-22 07:54:39
2026-08-22 07:27:33,THERMAL GENERATION,119023,2026-08-22 07:54:39
2026-08-22 07:31:33,WIND GENERATION,28255,2026-08-22 07:54:39
2026-08-22 07:31:33,NUCLEAR GENERATION,5699,2026-08-22 07:54:39
2026-08-22 07:31:33,HYDRO GENERATION,24603,2026-08-22 07:54:39
2026-08-22 07:31:33,THERMAL GENERATION,118264,2026-08-22 07:54:39
2026-08-22 07:31:33,SOLAR GENERATION,69545,2026-08-22 07:54:39
2026-08-22 07:31:33,GAS GENERATION,1948,2026-08-22 07:54:39
2026-08-22 07:35:33,THERMAL GENERATION,117186,2026-08-22 07:54:39
2026-08-22 07:35:33,GAS GENERATION,1940,2026-08-22 07:54:39
2026-08-22 07:35:33,NUCLEAR GENERATION,5705,2026-08-22 07:54:39
2026-08-22 07:35:33,SOLAR GENERATION,68957,2026-08-22 07:54:39
2026-08-22 07:35:33,WIND GENERATION,28324,2026-08-22 07:54:39
2026-08-22 07:35:33,HYDRO GENERATION,24438,2026-08-22 07:54:39
2026-08-22 07:37:33,NUCLEAR GENERATION,5707,2026-08-22 07:54:39
2026-08-22 07:37:33,GAS GENERATION,1926,2026-08-22 07:54:39
2026-08-22 07:37:33,SOLAR GENERATION,68812,2026-08-22 07:54:39
2026-08-22 07:37:33,THERMAL GENERATION,116916,2026-08-22 07:54:39
2026-08-22 07:37:33,HYDRO GENERATION,24543,2026-08-22 07:54:39
2026-08-22 07:37:33,WIND GENERATION,28277,2026-08-22 07:54:39
2026-08-22 07:41:33,THERMAL GENERATION,116490,2026-08-22 07:54:39
2026-08-22 07:41:33,NUCLEAR GENERATION,5692,2026-08-22 07:54:39
2026-08-22 07:41:33,WIND GENERATION,28415,2026-08-22 07:54:39
2026-08-22 07:41:33,GAS GENERATION,1936,2026-08-22 07:54:39
2026-08-22 07:41:33,HYDRO GENERATION,24632,2026-08-22 07:54:39
2026-08-22 07:41:33,SOLAR GENERATION,69153,2026-08-22 07:54:39
2026-08-22 07:43:33,SOLAR GENERATION,69293,2026-08-22 07:54:39
2026-08-22 07:43:33,THERMAL GENERATION,116325,2026-08-22 07:54:39
2026-08-22 07:43:33,GAS GENERATION,1932,2026-08-22 07:54:39
2026-08-22 07:43:33,WIND GENERATION,28409,2026-08-22 07:54:39
2026-08-22 07:43:33,HYDRO GENERATION,24662,2026-08-22 07:54:39
2026-08-22 07:43:33,NUCLEAR GENERATION,5705,2026-08-22 07:54:39
2026-08-22 07:47:33,SOLAR GENERATION,68834,2026-08-22 07:54:39
2026-08-22 07:47:33,THERMAL GENERATION,116528,2026-08-22 07:54:39
2026-08-22 07:47:33,HYDRO GENERATION,24686,2026-08-22 07:54:39
2026-08-22 07:47:33,GAS GENERATION,1946,2026-08-22 07:54:39
2026-08-22 07:47:33,WIND GENERATION,28337,2026-08-22 07:54:39
2026-08-22 07:47:33,NUCLEAR GENERATION,5710,2026-08-22 07:54:39
2026-08-22 07:49:33,SOLAR GENERATION,69059,2026-08-22 07:54:39
2026-08-22 07:49:33,THERMAL GENERATION,116840,2026-08-22 07:54:39
2026-08-22 07:49:33,NUCLEAR GENERATION,5717,2026-08-22 07:54:39
2026-08-22 07:49:33,HYDRO GENERATION,24705,2026-08-22 07:54:39
2026-08-22 07:49:33,GAS GENERATION,1946,2026-08-22 07:54:39
2026-08-22 07:49:33,WIND GENERATION,28271,2026-08-22 07:54:39
2026-08-22 07:52:02,THERMAL GENERATION,117641,2026-08-22 07:54:39
2026-08-22 07:52:02,HYDRO GENERATION,24676,2026-08-22 07:54:39
2026-08-22 07:52:02,WIND GENERATION,28319,2026-08-22 07:54:39
2026-08-22 07:52:02,GAS GENERATION,1961,2026-08-22 07:54:39
2026-08-22 07:52:02,SOLAR GENERATION,68266,2026-08-22 07:54:39
2026-08-22 07:52:02,NUCLEAR GENERATION,5711,2026-08-22 07:54:39
2026-08-22 07:55:32,GAS GENERATION,1929,2026-08-22 09:44:19
2026-08-22 07:55:32,HYDRO GENERATION,24686,2026-08-22 09:44:19
2026-08-22 07:55:32,SOLAR GENERATION,67782,2026-08-22 09:44:19
2026-08-22 07:55:33,NUCLEAR GENERATION,5727,2026-08-22 09:44:19
2026-08-22 07:55:33,WIND GENERATION,28270,2026-08-22 09:44:19
2026-08-22 07:55:33,THERMAL GENERATION,118208,2026-08-22 09:44:19
2026-08-22 07:59:33,HYDRO GENERATION,24703,2026-08-22 09:44:19
2026-08-22 07:59:33,SOLAR GENERATION,67614,2026-08-22 09:44:19
2026-08-22 07:59:33,THERMAL GENERATION,118619,2026-08-22 09:44:19
2026-08-22 07:59:33,NUCLEAR GENERATION,5711,2026-08-22 09:44:19
2026-08-22 07:59:33,GAS GENERATION,1912,2026-08-22 09:44:19
2026-08-22 07:59:33,WIND GENERATION,28358,2026-08-22 09:44:19
2026-08-22 08:01:33,NUCLEAR GENERATION,5728,2026-08-22 09:44:19
2026-08-22 08:01:33,GAS GENERATION,1934,2026-08-22 09:44:19
2026-08-22 08:01:33,HYDRO GENERATION,24453,2026-08-22 09:44:19
2026-08-22 08:01:33,SOLAR GENERATION,67670,2026-08-22 09:44:19
2026-08-22 08:01:33,THERMAL GENERATION,118573,2026-08-22 09:44:19
2026-08-22 08:01:33,WIND GENERATION,28408,2026-08-22 09:44:19
2026-08-22 08:03:33,NUCLEAR GENERATION,5721,2026-08-22 09:44:19
2026-08-22 08:03:33,WIND GENERATION,28470,2026-08-22 09:44:19
2026-08-22 08:03:33,THERMAL GENERATION,118908,2026-08-22 09:44:19
2026-08-22 08:03:33,HYDRO GENERATION,24364,2026-08-22 09:44:19
2026-08-22 08:03:33,SOLAR GENERATION,67552,2026-08-22 09:44:19
2026-08-22 08:03:33,GAS GENERATION,1927,2026-08-22 09:44:19
2026-08-22 08:07:33,HYDRO GENERATION,24352,2026-08-22 09:44:19
2026-08-22 08:07:33,SOLAR GENERATION,67454,2026-08-22 09:44:19
2026-08-22 08:07:33,WIND GENERATION,28781,2026-08-22 09:44:19
2026-08-22 08:07:33,NUCLEAR GENERATION,5721,2026-08-22 09:44:19
2026-08-22 08:07:33,GAS GENERATION,1944,2026-08-22 09:44:19
